,full_text,hashtag,id,location,retweet_hashtags,retweet_mentions,user,user_mentions
0,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030936289846026240,"Sydney, New South Wales",['Fellowship'],"['NHMRC', 'Gail Garvey', 'Menzies Research', 'UNSW', 'susan clark', 'Marina Pajic', 'Alex swarbrick', 'Garvan Institute', 'QIMR Berghofer']",Michelle McDonald,"['Cancer Research', 'NHMRC', 'Gail Garvey', 'Menzies Research']"
1,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030412713120288769,"Newcastle, New South Wales",['Fellowship'],"['NHMRC', 'Gail Garvey', 'Menzies Research', 'UNSW', 'susan clark', 'Marina Pajic', 'Alex swarbrick', 'Garvan Institute', 'QIMR Berghofer']",DrGillianGould,"['Cancer Research', 'NHMRC', 'Gail Garvey', 'Menzies Research']"
2,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030408764971569152,"Turrbal & Jagera country, Qld ",['Fellowship'],"['NHMRC', 'Gail Garvey', 'Menzies Research', 'UNSW', 'susan clark', 'Marina Pajic', 'Alex swarbrick', 'Garvan Institute', 'QIMR Berghofer']",abbey diaz,"['Cancer Research', 'NHMRC', 'Gail Garvey', 'Menzies Research']"
3,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030371516574097409,Australia,['Fellowship'],"['NHMRC', 'Gail Garvey', 'Menzies Research', 'UNSW', 'susan clark', 'Marina Pajic', 'Alex swarbrick', 'Garvan Institute', 'QIMR Berghofer']",Women in STEMM Aust,"['Cancer Research', 'NHMRC', 'Gail Garvey', 'Menzies Research']"
4,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030360259376832512,South Australia,['Fellowship'],"['NHMRC', 'Gail Garvey', 'Menzies Research', 'UNSW', 'susan clark', 'Marina Pajic', 'Alex swarbrick', 'Garvan Institute', 'QIMR Berghofer']",Sarah Boyle 👩🏻‍🔬🎀,"['Cancer Research', 'NHMRC', 'Gail Garvey', 'Menzies Research']"
5,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030356215937683456,Southern hemisphere,['Fellowship'],"['NHMRC', 'Gail Garvey', 'Menzies Research', 'UNSW', 'susan clark', 'Marina Pajic', 'Alex swarbrick', 'Garvan Institute', 'QIMR Berghofer']",gail simmons,"['Cancer Research', 'NHMRC', 'Gail Garvey', 'Menzies Research']"
6,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030356202830454785,,['Fellowship'],"['NHMRC', 'Gail Garvey', 'Menzies Research', 'UNSW', 'susan clark', 'Marina Pajic', 'Alex swarbrick', 'Garvan Institute', 'QIMR Berghofer']",Anna DeFazio-Poidevin,"['Cancer Research', 'NHMRC', 'Gail Garvey', 'Menzies Research']"
7,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030356181460480000,"Sydney, Australia",['Fellowship'],"['NHMRC', 'Gail Garvey', 'Menzies Research', 'UNSW', 'susan clark', 'Marina Pajic', 'Alex swarbrick', 'Garvan Institute', 'QIMR Berghofer']",Garvan Institute,"['Cancer Research', 'NHMRC', 'Gail Garvey', 'Menzies Research']"
8,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030330515600039937,"Darwin, Northern Territory",['Fellowship'],"['NHMRC', 'Gail Garvey', 'Menzies Research', 'UNSW', 'susan clark', 'Marina Pajic', 'Alex swarbrick', 'Garvan Institute', 'QIMR Berghofer']",Menzies Research,"['Cancer Research', 'NHMRC', 'Gail Garvey', 'Menzies Research']"
9,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030295727753158657,"Sydney, Australia",['Fellowship'],"['NHMRC', 'Gail Garvey', 'Menzies Research', 'UNSW', 'susan clark', 'Marina Pajic', 'Alex swarbrick', 'Garvan Institute', 'QIMR Berghofer']",Franklin Women,"['Cancer Research', 'NHMRC', 'Gail Garvey', 'Menzies Research']"
10,"Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Katharina Gaus &amp; Prof Richard Lock (@UNSW), @suscla1, @DrMarinaPajic and @dralexswarbrick (@GarvanInstitute), Prof David Whiteman (@QIMRBerghofer) #Fellowship 👏",['Fellowship'],1030289764178526219,"Sydney, Australia",,,Cancer Research,"['NHMRC', 'Gail Garvey', 'Menzies Research', 'UNSW', 'susan clark', 'Marina Pajic', 'Alex swarbrick', 'Garvan Institute', 'QIMR Berghofer']"
11,"It's World #MosquitoDay and we're proud of #QIMRBerghofer researchers conducting world-leading research into effective drugs, vaccines and #mosquitocontrol. Fighting back against the bite #futureofhealth https://t.co/Yz9xDwuCXE","['MosquitoDay', 'QIMRBerghofer', 'mosquitocontrol', 'futureofhealth']",1031344527808724992,"Brisbane, Queensland",,,QIMR Berghofer,[]
12,"RT @qldscience: M for #MELANOMA ! We caught a minute with melanoma researcher Ken ""@the_funkydr"" Dutton-Regester from @QIMRBerghofer. He is…",['MELANOMA'],1031309687440863233,,"['MELANOMA', 'AtoZQldScience']","['Ken Dutton-Regester', 'QIMR Berghofer']",Mario Pennisi,"['Queensland Science', 'Ken Dutton-Regester', 'QIMR Berghofer']"
13,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030936289846026240,"Sydney, New South Wales",['Fellowship'],"['NHMRC', 'Gail Garvey', 'Menzies Research', 'UNSW', 'susan clark', 'Marina Pajic', 'Alex swarbrick', 'Garvan Institute', 'QIMR Berghofer']",Michelle McDonald,"['Cancer Research', 'NHMRC', 'Gail Garvey', 'Menzies Research']"
14,"@DrSarahBoyle @wirrawirrawines Well,  my PhD was in Biochemistry and I did a PostDoc at @QIMRBerghofer working on nervous system stem cells but I now work on oenology research at @The_AWRI ... scientific training can take you to many interesting places",[],1030759691779887104,South Australia,,,Bob Dambergs,"['Sarah Boyle 👩🏻\u200d🔬🎀', 'Wirra Wirra Vineyard', 'QIMR Berghofer', 'AWRI']"
15,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030412713120288769,"Newcastle, New South Wales",['Fellowship'],"['NHMRC', 'Gail Garvey', 'Menzies Research', 'UNSW', 'susan clark', 'Marina Pajic', 'Alex swarbrick', 'Garvan Institute', 'QIMR Berghofer']",DrGillianGould,"['Cancer Research', 'NHMRC', 'Gail Garvey', 'Menzies Research']"
16,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030408764971569152,"Turrbal & Jagera country, Qld ",['Fellowship'],"['NHMRC', 'Gail Garvey', 'Menzies Research', 'UNSW', 'susan clark', 'Marina Pajic', 'Alex swarbrick', 'Garvan Institute', 'QIMR Berghofer']",abbey diaz,"['Cancer Research', 'NHMRC', 'Gail Garvey', 'Menzies Research']"
17,RT @QIMRBerghofer: Vaishnavi Nathan #QIMRBerghofer #futurechangemaker @Aus_ScienceWeek excited and curious about the potential outcomes of…,"['QIMRBerghofer', 'futurechangemaker']",1030392761394970627,Australia,"['QIMRBerghofer', 'futurechangemaker', 'scienceweek']","['NationalScienceWeek', 'Vaishnavi Nathan']",Women in STEMM Aust,"['QIMR Berghofer', 'NationalScienceWeek']"
18,RT @QIMRBerghofer: Vaishnavi Nathan #QIMRBerghofer #futurechangemaker @Aus_ScienceWeek excited and curious about the potential outcomes of…,"['QIMRBerghofer', 'futurechangemaker']",1030389724018401280,"Brisbane, Queensland","['QIMRBerghofer', 'futurechangemaker', 'scienceweek']","['NationalScienceWeek', 'Vaishnavi Nathan']",Sally Gardner,"['QIMR Berghofer', 'NationalScienceWeek']"
19,RT @QIMRBerghofer: Vaishnavi Nathan #QIMRBerghofer #futurechangemaker @Aus_ScienceWeek excited and curious about the potential outcomes of…,"['QIMRBerghofer', 'futurechangemaker']",1030377007362629632,"Brisbane, Queensland","['QIMRBerghofer', 'futurechangemaker', 'scienceweek']","['NationalScienceWeek', 'Vaishnavi Nathan']",Jayne Pritchard,"['QIMR Berghofer', 'NationalScienceWeek']"
20,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030371516574097409,Australia,['Fellowship'],"['NHMRC', 'Gail Garvey', 'Menzies Research', 'UNSW', 'susan clark', 'Marina Pajic', 'Alex swarbrick', 'Garvan Institute', 'QIMR Berghofer']",Women in STEMM Aust,"['Cancer Research', 'NHMRC', 'Gail Garvey', 'Menzies Research']"
21,@QIMRBerghofer @Aus_ScienceWeek @vaish_1 Look forward to hearing more about your future research!,[],1030368614245793792,,,,Gollisa A Thomson,"['QIMR Berghofer', 'NationalScienceWeek', 'Vaishnavi Nathan']"
22,RT @QIMRBerghofer: Vaishnavi Nathan #QIMRBerghofer #futurechangemaker @Aus_ScienceWeek excited and curious about the potential outcomes of…,"['QIMRBerghofer', 'futurechangemaker']",1030362229680398336,,"['QIMRBerghofer', 'futurechangemaker', 'scienceweek']","['NationalScienceWeek', 'Vaishnavi Nathan']",Gollisa A Thomson,"['QIMR Berghofer', 'NationalScienceWeek']"
23,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030360259376832512,South Australia,['Fellowship'],"['NHMRC', 'Gail Garvey', 'Menzies Research', 'UNSW', 'susan clark', 'Marina Pajic', 'Alex swarbrick', 'Garvan Institute', 'QIMR Berghofer']",Sarah Boyle 👩🏻‍🔬🎀,"['Cancer Research', 'NHMRC', 'Gail Garvey', 'Menzies Research']"
24,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030356215937683456,Southern hemisphere,['Fellowship'],"['NHMRC', 'Gail Garvey', 'Menzies Research', 'UNSW', 'susan clark', 'Marina Pajic', 'Alex swarbrick', 'Garvan Institute', 'QIMR Berghofer']",gail simmons,"['Cancer Research', 'NHMRC', 'Gail Garvey', 'Menzies Research']"
25,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030356202830454785,,['Fellowship'],"['NHMRC', 'Gail Garvey', 'Menzies Research', 'UNSW', 'susan clark', 'Marina Pajic', 'Alex swarbrick', 'Garvan Institute', 'QIMR Berghofer']",Anna DeFazio-Poidevin,"['Cancer Research', 'NHMRC', 'Gail Garvey', 'Menzies Research']"
26,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030356181460480000,"Sydney, Australia",['Fellowship'],"['NHMRC', 'Gail Garvey', 'Menzies Research', 'UNSW', 'susan clark', 'Marina Pajic', 'Alex swarbrick', 'Garvan Institute', 'QIMR Berghofer']",Garvan Institute,"['Cancer Research', 'NHMRC', 'Gail Garvey', 'Menzies Research']"
27,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030330515600039937,"Darwin, Northern Territory",['Fellowship'],"['NHMRC', 'Gail Garvey', 'Menzies Research', 'UNSW', 'susan clark', 'Marina Pajic', 'Alex swarbrick', 'Garvan Institute', 'QIMR Berghofer']",Menzies Research,"['Cancer Research', 'NHMRC', 'Gail Garvey', 'Menzies Research']"
28,RT @QIMRBerghofer: Vaishnavi Nathan #QIMRBerghofer #futurechangemaker @Aus_ScienceWeek excited and curious about the potential outcomes of…,"['QIMRBerghofer', 'futurechangemaker']",1030329149510975489,"Brisbane, Queensland","['QIMRBerghofer', 'futurechangemaker', 'scienceweek']","['NationalScienceWeek', 'Vaishnavi Nathan']",James Fraser,"['QIMR Berghofer', 'NationalScienceWeek']"
29,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030295727753158657,"Sydney, Australia",['Fellowship'],"['NHMRC', 'Gail Garvey', 'Menzies Research', 'UNSW', 'susan clark', 'Marina Pajic', 'Alex swarbrick', 'Garvan Institute', 'QIMR Berghofer']",Franklin Women,"['Cancer Research', 'NHMRC', 'Gail Garvey', 'Menzies Research']"
30,"Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Katharina Gaus &amp; Prof Richard Lock (@UNSW), @suscla1, @DrMarinaPajic and @dralexswarbrick (@GarvanInstitute), Prof David Whiteman (@QIMRBerghofer) #Fellowship 👏",['Fellowship'],1030289764178526219,"Sydney, Australia",,,Cancer Research,"['NHMRC', 'Gail Garvey', 'Menzies Research', 'UNSW', 'susan clark', 'Marina Pajic', 'Alex swarbrick', 'Garvan Institute', 'QIMR Berghofer']"
31,RT @QIMRBerghofer: Vaishnavi Nathan #QIMRBerghofer #futurechangemaker @Aus_ScienceWeek excited and curious about the potential outcomes of…,"['QIMRBerghofer', 'futurechangemaker']",1030279046276345856,"Queensland, Australia","['QIMRBerghofer', 'futurechangemaker', 'scienceweek']","['NationalScienceWeek', 'Vaishnavi Nathan']",Lochlan Fennell,"['QIMR Berghofer', 'NationalScienceWeek']"
32,RT @QIMRBerghofer: Vaishnavi Nathan #QIMRBerghofer #futurechangemaker @Aus_ScienceWeek excited and curious about the potential outcomes of…,"['QIMRBerghofer', 'futurechangemaker']",1030261514425446400,Australia,"['QIMRBerghofer', 'futurechangemaker', 'scienceweek']","['NationalScienceWeek', 'Vaishnavi Nathan']",Vaishnavi Nathan,"['QIMR Berghofer', 'NationalScienceWeek']"
33,Vaishnavi Nathan #QIMRBerghofer #futurechangemaker @Aus_ScienceWeek excited and curious about the potential outcomes of her research on cutaneous melanoma and the genetics underlying susceptibility in families @vaish_1 #scienceweek https://t.co/B2C3ouG1DU,"['QIMRBerghofer', 'futurechangemaker', 'scienceweek']",1030255771949268992,"Brisbane, Queensland",,,QIMR Berghofer,"['NationalScienceWeek', 'Vaishnavi Nathan']"
34,"RT @qldscience: M for #MELANOMA ! We caught a minute with melanoma researcher Ken ""@the_funkydr"" Dutton-Regester from @QIMRBerghofer. He is…",['MELANOMA'],1029174337205559296,"Brisbane, Australia","['MELANOMA', 'AtoZQldScience']","['Ken Dutton-Regester', 'QIMR Berghofer']",Stephen Ayre,"['Queensland Science', 'Ken Dutton-Regester', 'QIMR Berghofer']"
35,"RT @qldscience: M for #MELANOMA ! We caught a minute with melanoma researcher Ken ""@the_funkydr"" Dutton-Regester from @QIMRBerghofer. He is…",['MELANOMA'],1029172484602441728,"Brisbane, Queensland","['MELANOMA', 'AtoZQldScience']","['Ken Dutton-Regester', 'QIMR Berghofer']",Jayne Pritchard,"['Queensland Science', 'Ken Dutton-Regester', 'QIMR Berghofer']"
36,"RT @qldscience: M for #MELANOMA ! We caught a minute with melanoma researcher Ken ""@the_funkydr"" Dutton-Regester from @QIMRBerghofer. He is…",['MELANOMA'],1029097197793554432,"Brisbane, Queensland","['MELANOMA', 'AtoZQldScience']","['Ken Dutton-Regester', 'QIMR Berghofer']",QIMR Berghofer,"['Queensland Science', 'Ken Dutton-Regester', 'QIMR Berghofer']"
37,RT @QIMRBerghofer: A great podcast with Dr @Michelle_Wykes about #QIMRBerghofer research into immune system's response to malaria infection…,['QIMRBerghofer'],1029093740336443392,"Brisbane, Queensland","['QIMRBerghofer', 'malaria', 'futureofhealth']",['Dr. Michelle Wykes'],Jeremy Brooks,"['QIMR Berghofer', 'Dr. Michelle Wykes']"
38,"RT @qldscience: M for #MELANOMA ! We caught a minute with melanoma researcher Ken ""@the_funkydr"" Dutton-Regester from @QIMRBerghofer. He is…",['MELANOMA'],1028989052769337344,"Brisbane, Queensland","['MELANOMA', 'AtoZQldScience']","['Ken Dutton-Regester', 'QIMR Berghofer']",Debra Venables,"['Queensland Science', 'Ken Dutton-Regester', 'QIMR Berghofer']"
39,"RT @qldscience: M for #MELANOMA ! We caught a minute with melanoma researcher Ken ""@the_funkydr"" Dutton-Regester from @QIMRBerghofer. He is…",['MELANOMA'],1028984187859034112,"Brisbane, Queensland","['MELANOMA', 'AtoZQldScience']","['Ken Dutton-Regester', 'QIMR Berghofer']",Ken Dutton-Regester,"['Queensland Science', 'Ken Dutton-Regester', 'QIMR Berghofer']"
40,"RT @qldscience: M for #MELANOMA ! We caught a minute with melanoma researcher Ken ""@the_funkydr"" Dutton-Regester from @QIMRBerghofer. He is…",['MELANOMA'],1028963042011242497,"Brisbane, Australia","['MELANOMA', 'AtoZQldScience']","['Ken Dutton-Regester', 'QIMR Berghofer']",Nikki Sims-Chilton,"['Queensland Science', 'Ken Dutton-Regester', 'QIMR Berghofer']"
41,"RT @qldscience: M for #MELANOMA ! We caught a minute with melanoma researcher Ken ""@the_funkydr"" Dutton-Regester from @QIMRBerghofer. He is…",['MELANOMA'],1028958167432982528,Queensland,"['MELANOMA', 'AtoZQldScience']","['Ken Dutton-Regester', 'QIMR Berghofer']",Qld_ScienceWeek,"['Queensland Science', 'Ken Dutton-Regester', 'QIMR Berghofer']"
42,"M for #MELANOMA ! We caught a minute with melanoma researcher Ken ""@the_funkydr"" Dutton-Regester from @QIMRBerghofer. He is doing his darndest to find out how skin cancer occurs, and even gave us a little tip! 

See more on his research! https://t.co/8KRvqbpgYW

#AtoZQldScience https://t.co/ZoZnLjZ4Hj","['MELANOMA', 'AtoZQldScience']",1028956640047841280,"Queensland, Australia",,,Queensland Science,"['Ken Dutton-Regester', 'QIMR Berghofer']"
43,RT @QIMRBerghofer: A great podcast with Dr @Michelle_Wykes about #QIMRBerghofer research into immune system's response to malaria infection…,['QIMRBerghofer'],1028830117248753664,Queensland Australia,"['QIMRBerghofer', 'malaria', 'futureofhealth']",['Dr. Michelle Wykes'],Leanne Cameron,"['QIMR Berghofer', 'Dr. Michelle Wykes']"
44,A great podcast with Dr @Michelle_Wykes about #QIMRBerghofer research into immune system's response to malaria infection https://t.co/ogIGIIG08v #malaria #futureofhealth https://t.co/Dw27apNR0R,"['QIMRBerghofer', 'malaria', 'futureofhealth']",1028795967473037312,"Brisbane, Queensland",,,QIMR Berghofer,['Dr. Michelle Wykes']
45,"@hanniepower @elenagomezdiaz 11/ Dr Qin Chen, QIMR, Brisbane, Australia https://t.co/mZMDmuBHmm
12/ Dr Michelle Wykes QIMR, Brisbane @Michelle_Wykes https://t.co/x8nwhdArK2
13/ Prof Denise Doolan, James cook University, Australia https://t.co/jdcTMknHZQ",[],1028229752576860160,"Canberra, Australia",,,Gaetan Burgio,"['Joanne Power', 'Elena Gómez-Díaz', 'Dr. Michelle Wykes']"
46,"RT @DrAshHaque: A few metres from the beer tent at #ekka2018 we conduct world class research into cures for cancer, infectious diseases bra…",['ekka2018'],1028181856498274309,"Brisbane, Queensland",['ekka2018'],['QIMR Berghofer'],QIMR Berghofer,['Ashraful Haque']
47,RT @SwissTPH: Where do we stand in terms of #schistosomiasis research &amp; control? A global overview on this #NTD was published today in @Dis…,"['schistosomiasis', 'NTD']",1027657528413433856,,"['schistosomiasis', 'NTD']","['NatureRevDisPrimers', 'QIMR Berghofer']","Simba Calliope, Ph.D.(c)",['Swiss TPH']
48,RT @SwissTPH: Where do we stand in terms of #schistosomiasis research &amp; control? A global overview on this #NTD was published today in @Dis…,"['schistosomiasis', 'NTD']",1027655481978957829,"Basel, Switzerland","['schistosomiasis', 'NTD']","['NatureRevDisPrimers', 'QIMR Berghofer']",Sabina Beatrice,['Swiss TPH']
49,RT @SwissTPH: Where do we stand in terms of #schistosomiasis research &amp; control? A global overview on this #NTD was published today in @Dis…,"['schistosomiasis', 'NTD']",1027632786537164801,Switzerland and France,"['schistosomiasis', 'NTD']","['NatureRevDisPrimers', 'QIMR Berghofer']",Antoine FLAHAULT,['Swiss TPH']
50,Where do we stand in terms of #schistosomiasis research &amp; control? A global overview on this #NTD was published today in @DiseasePrimers providing recommendations toward better control and eventual elimination. @QIMRBerghofer https://t.co/rtwdK7HwwB Photo: Thomas Schuppisser https://t.co/KahWYvoowj,"['schistosomiasis', 'NTD']",1027611826501103617,Basel,,,Swiss TPH,"['NatureRevDisPrimers', 'QIMR Berghofer']"
51,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030936289846026240,"Sydney, New South Wales",['Fellowship'],"['NHMRC', 'Gail Garvey', 'Menzies Research', 'UNSW', 'susan clark', 'Marina Pajic', 'Alex swarbrick', 'Garvan Institute', 'QIMR Berghofer']",Michelle McDonald,"['Cancer Research', 'NHMRC', 'Gail Garvey', 'Menzies Research']"
52,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030412713120288769,"Newcastle, New South Wales",['Fellowship'],"['NHMRC', 'Gail Garvey', 'Menzies Research', 'UNSW', 'susan clark', 'Marina Pajic', 'Alex swarbrick', 'Garvan Institute', 'QIMR Berghofer']",DrGillianGould,"['Cancer Research', 'NHMRC', 'Gail Garvey', 'Menzies Research']"
53,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030408764971569152,"Turrbal & Jagera country, Qld ",['Fellowship'],"['NHMRC', 'Gail Garvey', 'Menzies Research', 'UNSW', 'susan clark', 'Marina Pajic', 'Alex swarbrick', 'Garvan Institute', 'QIMR Berghofer']",abbey diaz,"['Cancer Research', 'NHMRC', 'Gail Garvey', 'Menzies Research']"
54,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030371516574097409,Australia,['Fellowship'],"['NHMRC', 'Gail Garvey', 'Menzies Research', 'UNSW', 'susan clark', 'Marina Pajic', 'Alex swarbrick', 'Garvan Institute', 'QIMR Berghofer']",Women in STEMM Aust,"['Cancer Research', 'NHMRC', 'Gail Garvey', 'Menzies Research']"
55,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030360259376832512,South Australia,['Fellowship'],"['NHMRC', 'Gail Garvey', 'Menzies Research', 'UNSW', 'susan clark', 'Marina Pajic', 'Alex swarbrick', 'Garvan Institute', 'QIMR Berghofer']",Sarah Boyle 👩🏻‍🔬🎀,"['Cancer Research', 'NHMRC', 'Gail Garvey', 'Menzies Research']"
56,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030356215937683456,Southern hemisphere,['Fellowship'],"['NHMRC', 'Gail Garvey', 'Menzies Research', 'UNSW', 'susan clark', 'Marina Pajic', 'Alex swarbrick', 'Garvan Institute', 'QIMR Berghofer']",gail simmons,"['Cancer Research', 'NHMRC', 'Gail Garvey', 'Menzies Research']"
57,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030356202830454785,,['Fellowship'],"['NHMRC', 'Gail Garvey', 'Menzies Research', 'UNSW', 'susan clark', 'Marina Pajic', 'Alex swarbrick', 'Garvan Institute', 'QIMR Berghofer']",Anna DeFazio-Poidevin,"['Cancer Research', 'NHMRC', 'Gail Garvey', 'Menzies Research']"
58,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030356181460480000,"Sydney, Australia",['Fellowship'],"['NHMRC', 'Gail Garvey', 'Menzies Research', 'UNSW', 'susan clark', 'Marina Pajic', 'Alex swarbrick', 'Garvan Institute', 'QIMR Berghofer']",Garvan Institute,"['Cancer Research', 'NHMRC', 'Gail Garvey', 'Menzies Research']"
59,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030330515600039937,"Darwin, Northern Territory",['Fellowship'],"['NHMRC', 'Gail Garvey', 'Menzies Research', 'UNSW', 'susan clark', 'Marina Pajic', 'Alex swarbrick', 'Garvan Institute', 'QIMR Berghofer']",Menzies Research,"['Cancer Research', 'NHMRC', 'Gail Garvey', 'Menzies Research']"
60,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030295727753158657,"Sydney, Australia",['Fellowship'],"['NHMRC', 'Gail Garvey', 'Menzies Research', 'UNSW', 'susan clark', 'Marina Pajic', 'Alex swarbrick', 'Garvan Institute', 'QIMR Berghofer']",Franklin Women,"['Cancer Research', 'NHMRC', 'Gail Garvey', 'Menzies Research']"
61,"Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Katharina Gaus &amp; Prof Richard Lock (@UNSW), @suscla1, @DrMarinaPajic and @dralexswarbrick (@GarvanInstitute), Prof David Whiteman (@QIMRBerghofer) #Fellowship 👏",['Fellowship'],1030289764178526219,"Sydney, Australia",,,Cancer Research,"['NHMRC', 'Gail Garvey', 'Menzies Research', 'UNSW', 'susan clark', 'Marina Pajic', 'Alex swarbrick', 'Garvan Institute', 'QIMR Berghofer']"
62,"Genomic medicine - it's the future for all cancer treatments. Patients with high-mortality and less-common cancers, such as #pancreaticcancer, will benefit the most from the Australian Genomic Cancer Medicine Program. Read more here: https://t.co/y6977AJI05 @GarvanInstitute",['pancreaticcancer'],1031396673568866305,,,,Purple Our World,['Garvan Institute']
63,Great to see this research highlighted by @NatureComms: 'Acetylated histone variant H2A.Z is involved in the activation of neo-enhancers in prostate cancer' Team from @GarvanInstitute @UNSWMedicine @MurdochUniNews @SydneyLHD @Sydney_Uni @COBLH &amp; @SVHSydney https://t.co/osEIexpShJ https://t.co/gwfjb3sEM6,[],1031358912455430145,"Sydney, New South Wales",,,Cancer SPHERE & UNSW,"['NatureCommunications', 'Garvan Institute', 'UNSW Medicine', 'MurdochUniNews', 'Sydney Local Health District', 'University of Sydney', 'COB Lifehouse', ""St Vincent's Sydney""]"
64,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030936289846026240,"Sydney, New South Wales",['Fellowship'],"['NHMRC', 'Gail Garvey', 'Menzies Research', 'UNSW', 'susan clark', 'Marina Pajic', 'Alex swarbrick', 'Garvan Institute', 'QIMR Berghofer']",Michelle McDonald,"['Cancer Research', 'NHMRC', 'Gail Garvey', 'Menzies Research']"
65,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030412713120288769,"Newcastle, New South Wales",['Fellowship'],"['NHMRC', 'Gail Garvey', 'Menzies Research', 'UNSW', 'susan clark', 'Marina Pajic', 'Alex swarbrick', 'Garvan Institute', 'QIMR Berghofer']",DrGillianGould,"['Cancer Research', 'NHMRC', 'Gail Garvey', 'Menzies Research']"
